--------- beginning of events
12-15 10:38:22.610   251   251 I auditd  : type=1403 audit(0.0:2): policy loaded auid=4294967295 ses=4294967295
--------- beginning of system
12-15 10:38:28.884   254   254 I vold    : Vold 3.0 (the awakening) firing up
12-15 10:38:28.885   254   254 V vold    : Detected support for: exfat ext4 ntfs vfat
12-15 10:38:28.890   254   254 W Vold    : Tearing down stale mount /storage/usbotg
12-15 10:38:28.890   254   254 W Vold    : Tearing down stale mount /mnt/media_rw
12-15 10:38:29.201   254   264 V vold    : /system/bin/sgdisk
12-15 10:38:29.201   254   264 V vold    :     --android-dump
12-15 10:38:29.201   254   264 V vold    :     /dev/block/vold/disk:179_128
12-15 10:38:29.205   254   266 D vold    : e4crypt_init_user0
12-15 10:38:29.206   254   266 D vold    : e4crypt_prepare_user_storage for volume null, user 0, serial 0, flags 1
12-15 10:38:29.206   254   266 D vold    : Preparing: /data/system/users/0
12-15 10:38:29.208   254   266 D vold    : Preparing: /data/misc/profiles/cur/0
12-15 10:38:29.209   254   266 D vold    : Preparing: /data/misc/profiles/cur/0/foreign-dex
12-15 10:38:29.210   254   266 D vold    : Preparing: /data/system_de/0
12-15 10:38:29.210   254   266 D vold    : Preparing: /data/misc_de/0
12-15 10:38:29.211   254   266 D vold    : Preparing: /data/user_de/0
12-15 10:38:29.213   254   266 D vold    : e4crypt_unlock_user_key 0 serial=0 token_present=0
12-15 10:38:29.526   254   264 V vold    : DISK gpt CBC83FD9-4235-4453-8D69-6B98D2518C8B
12-15 10:38:29.526   254   264 V vold    : 
12-15 10:38:29.527   254   264 V vold    : PART 1 EBD0A0A2-B9E5-4433-87C0-68B6B72699C7 6364D990-56C9-45B7-991C-554740580B3D Microsoft basic data
12-15 10:38:29.527   254   264 V vold    : 
12-15 10:38:30.160   256   256 I auditd  : type=1400 audit(0.0:3): avc: denied { read write } for comm="logd.daemon" name="mmcblk0p6" dev="tmpfs" ino=325 scontext=u:r:logd:s0 tcontext=u:object_r:block_device:s0 tclass=blk_file permissive=1
12-15 10:38:30.160   256   256 I auditd  : type=1400 audit(0.0:4): avc: denied { open } for comm="logd.daemon" path="/dev/block/mmcblk0p6" dev="tmpfs" ino=325 scontext=u:r:logd:s0 tcontext=u:object_r:block_device:s0 tclass=blk_file permissive=1
12-15 10:38:31.000   281   281 I auditd  : type=1400 audit(0.0:5): avc: denied { write } for comm="surfaceflinger" name="trace_marker" dev="debugfs" ino=1051 scontext=u:r:surfaceflinger:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:31.000   281   281 I auditd  : type=1400 audit(0.0:6): avc: denied { open } for comm="surfaceflinger" path="/sys/kernel/debug/tracing/trace_marker" dev="debugfs" ino=1051 scontext=u:r:surfaceflinger:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:32.220   295   295 I auditd  : type=1400 audit(0.0:7): avc: denied { write } for comm="cameraserver" name="trace_marker" dev="debugfs" ino=1051 scontext=u:r:cameraserver:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:32.220   295   295 I auditd  : type=1400 audit(0.0:8): avc: denied { open } for comm="cameraserver" path="/sys/kernel/debug/tracing/trace_marker" dev="debugfs" ino=1051 scontext=u:r:cameraserver:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:32.280   403   403 I auditd  : type=1400 audit(0.0:9): avc: denied { read } for comm="nvram_daemon" name="boot_mode" dev="sysfs" ino=117 scontext=u:r:nvram_daemon:s0 tcontext=u:object_r:sysfs:s0 tclass=file permissive=1
12-15 10:38:32.280   403   403 I auditd  : type=1400 audit(0.0:10): avc: denied { open } for comm="nvram_daemon" path="/sys/devices/virtual/BOOT/BOOT/boot/boot_mode" dev="sysfs" ino=117 scontext=u:r:nvram_daemon:s0 tcontext=u:object_r:sysfs:s0 tclass=file permissive=1
12-15 10:38:32.625   294   294 I liblog  : 196
12-15 10:38:32.716   294   415 I liblog  : 115
12-15 10:38:33.070   293   293 I boot_progress_start: 12853
12-15 10:39:32.643   488   504 I RILC-MTK: RIL_CMD_PROXY_1 wakeup
12-15 10:39:32.643   488   503 I RILC-MTK: RIL_CMD_PROXY_2 wakeup
12-15 10:39:32.643   488   504 D RILC-MTK: proxy id:3, proxyName: RIL_CMD_PROXY_1
12-15 10:39:32.643   488   503 I RILC-MTK: RIL_CMD_PROXY_2 sleep
12-15 10:39:32.644   488   504 D RILC-MTK: GSM_SET_BROADCAST_SMS_CONFIG pRI=0xb5bd42a0 p=0xb5bb1428 execute on RIL_CMD_PROXY_1 using channel 3
12-15 10:39:32.644   488   512 I RILC-MTK: RIL_ATCI2_PROXY sleep
12-15 10:39:32.644   488   504 D RILC    : callOnRequest for new vendor ril
12-15 10:39:32.644   488   501 I RILC-MTK: RIL_URC_PROXY sleep
12-15 10:39:32.644   488   504 D RIL     : onRequest: GSM_SET_BROADCAST_SMS_CONFIG, datalen = 4
12-15 10:39:32.644   488   504 D RIL     : radioState:10
12-15 10:39:32.644   488   509 I RILC-MTK: RIL_CMD2_PROXY_2 wakeup
12-15 10:39:32.644   488   502 I RILC-MTK: RIL_CMD_PROXY_3 sleep
12-15 10:39:32.644   488   504 D RIL     : requestGSMSetBroadcastSMSConfigEx
12-15 10:39:32.644   488   504 D AT      : AT send on RIL_CMD_READER_3, tid:3043510560
12-15 10:39:32.644   488   511 I RILC-MTK: RIL_CMD2_PROXY_4 sleep
12-15 10:39:32.644   488   504 D AT      : AT> AT+CSCB?
12-15 10:39:32.644   488   504 I AT      : AT write start
12-15 10:39:32.644   488   509 I RILC-MTK: RIL_CMD2_PROXY_2 sleep
12-15 10:39:32.644   424   480 D RILMUXD : [gsm0710muxd] 3614:poll_thread(): poll_thread select found
12-15 10:39:32.644   424   480 D RILMUXD : [gsm0710muxd] 1045:pseudo_device_read(): Enter, LackofAtciChannel=0
12-15 10:39:32.644   424   480 D RILMUXD : [gsm0710muxd] 657:write_frame(): Sending frame to channel 5
12-15 10:39:32.644   424   480 D RILMUXD : [gsm0710muxd] 766:write_frame(): Write a frame on channel 5 with length 9
12-15 10:39:32.647   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:101
12-15 10:39:32.648   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 101 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:32.648   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 101/101 bytes of frame to /dev/pts/5
12-15 10:39:32.648   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:32.648   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:6
12-15 10:39:32.648   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 6 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:32.648   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 6/6 bytes of frame to /dev/pts/5
12-15 10:39:32.648   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:32.648   488   519 I AT      : AT read end: 107
12-15 10:39:32.648   488   519 D AT      : AT< +CSCB: 1,"4352-4356,4370-4383,4393-4395","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,32,33,34,35,36,15",1
12-15 10:39:32.648   488   519 D AT      : RIL_CMD_READER_3 Enter processLine:+CSCB: 1,"4352-4356,4370-4383,4393-4395","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,32,33,34,35,36,15",1
12-15 10:39:32.648   488   519 D AT      : AT< OK
12-15 10:39:32.648   488   519 D AT      : RIL_CMD_READER_3 Enter processLine:OK
12-15 10:39:32.649   488   519 I AT      : AT read start
12-15 10:39:32.649   488   504 D AT      : response received on RIL_CMD_READER_3, tid:3043510560
12-15 10:39:32.649   488   504 E RIL     : Should not set CB info when CB is disabled
12-15 10:39:32.649   488   504 D RIL     : here we go to error setBroadcastEx
12-15 10:39:32.649   488   504 D RILC    : RequestComplete, RIL_SOCKET_1
12-15 10:39:32.649   488   504 E RILC    : Send Response to RIL_SOCKET_1
12-15 10:39:32.649   488   504 D RILC-MTK: proxyLoop free  pRI=0xb5bd42a0 p=0xb5bb1428 
12-15 10:39:32.649   488   504 D RILC-MTK: proxyLoop free  pRequest=0xb65fe560
12-15 10:39:32.649   488   504 I RILC-MTK: RIL_CMD_PROXY_1 sleep
12-15 10:39:32.650  1111  1178 D RilRequest: [3837]< RIL_REQUEST_GSM_SET_BROADCAST_CONFIG error: com.android.internal.telephony.CommandException: GENERIC_FAILURE ret=
12-15 10:39:32.650  1111  1271 D IccSmsInterfaceManager: [IccSmsInterfaceManager] Failed to add GSM cell broadcast subscription for MID range 4384 to 4385 from client com.android.cellbroadcastreceiver
12-15 10:39:32.655   532  1442 D MmsServiceBroker: getCarrierConfigValues() by com.google.android.apps.messaging
12-15 10:39:32.655  1111  1268 D MmsService: getCarrierConfigValues
12-15 10:39:32.656  1111  1268 I MmsService: mms config for sub 1: Bundle[{httpSocketTimeout=60000, aliasMinChars=2, smsToMmsTextThreshold=-1, enableSMSDeliveryReports=true, maxMessageTextSize=-1, supportMmsContentDisposition=true, enabledTransID=false, aliasEnabled=false, supportHttpCharsetHeader=false, allowAttachAudio=true, smsToMmsTextLengthThreshold=-1, recipientLimit=2147483647, uaProfTagName=x-wap-profile, aliasMaxChars=48, maxImageHeight=480, enableMMSDeliveryReports=false, userAgent=, mmsCloseConnection=false, config_cellBroadcastAppLinks=true, maxSubjectLength=40, httpParams=, enableGroupMms=true, emailGatewayNumber=, maxMessageSize=307200, naiSuffix=, enableMMSReadReports=false, maxImageWidth=640, uaProfUrl=, enabledMMS=true, enabledNotifyWapMMSC=false, sendMultipartSmsAsSeparateMessages=false, enableMultipartSMS=true}]
12-15 10:39:32.661  3069  3101 I Bugle   : Carrier configs loaded: Bundle[{httpSocketTimeout=60000, aliasMinChars=2, smsToMmsTextThreshold=-1, enableSMSDeliveryReports=true, maxMessageTextSize=-1, supportMmsContentDisposition=true, enabledTransID=false, aliasEnabled=false, supportHttpCharsetHeader=false, allowAttachAudio=true, smsToMmsTextLengthThreshold=-1, recipientLimit=2147483647, uaProfTagName=x-wap-profile, aliasMaxChars=48, maxImageHeight=480, enableMMSDeliveryReports=false, userAgent=, mmsCloseConnection=false, config_cellBroadcastAppLinks=true, maxSubjectLength=40, httpParams=, enableGroupMms=true, emailGatewayNumber=, maxMessageSize=307200, naiSuffix=, enableMMSReadReports=false, maxImageWidth=640, uaProfUrl=, enabledMMS=true, enabledNotifyWapMMSC=false, sendMultipartSmsAsSeparateMessages=false, enableMultipartSMS=true}] from resources+system for subId=1
12-15 10:39:32.661  1111  1123 D PhoneFactory: SMS Prompt option:false
12-15 10:39:32.676  1111  1271 D IccSmsInterfaceManager: [IccSmsInterfaceManager] Calling setGsmBroadcastConfig with 1 configurations
12-15 10:39:32.676  1111  1271 D RILJ    : [3838]> RIL_REQUEST_GSM_SET_BROADCAST_CONFIG with 1 configs :  [SUB0]
12-15 10:39:32.676  1111  1271 D RILJ    : SmsBroadcastConfigInfo: Id [4386,4391] Code [0,255] ENABLED [SUB0]
12-15 10:39:32.678   488   513 D RILC    : SOCKET RIL_SOCKET_1 REQUEST: GSM_SET_BROADCAST_SMS_CONFIG length:32
12-15 10:39:32.678   488   513 I RILC-MTK: create request 90: pRequest=0xb65fe6b0, pRI=0xb5bd4360, p=0xb5bb1888, pUCI=0x0
12-15 10:39:32.678   488   513 D RILC-MTK: GSM_SET_BROADCAST_SMS_CONFIG pRI=0xb5bd4360 p=0xb5bb1888 dispatched to RIL_CMD_PROXY_1
12-15 10:39:32.678   488   506 I RILC-MTK: RIL_ATCI_PROXY wakeup
12-15 10:39:32.678   488   510 I RILC-MTK: RIL_CMD2_PROXY_1 wakeup
12-15 10:39:32.678   488   506 I RILC-MTK: RIL_ATCI_PROXY sleep
12-15 10:39:32.678   488   503 I RILC-MTK: RIL_CMD_PROXY_2 wakeup
12-15 10:39:32.678   488   511 I RILC-MTK: RIL_CMD2_PROXY_4 wakeup
12-15 10:39:32.678   488   507 I RILC-MTK: RIL_URC2_PROXY wakeup
12-15 10:39:32.678   488   503 I RILC-MTK: RIL_CMD_PROXY_2 sleep
12-15 10:39:32.678   488   508 I RILC-MTK: RIL_CMD2_PROXY_3 wakeup
12-15 10:39:32.678   488   512 I RILC-MTK: RIL_ATCI2_PROXY wakeup
12-15 10:39:32.678   488   510 I RILC-MTK: RIL_CMD2_PROXY_1 sleep
12-15 10:39:32.678   488   511 I RILC-MTK: RIL_CMD2_PROXY_4 sleep
12-15 10:39:32.679   488   507 I RILC-MTK: RIL_URC2_PROXY sleep
12-15 10:39:32.679   488   505 I RILC-MTK: RIL_CMD_PROXY_4 wakeup
12-15 10:39:32.679   488   505 I RILC-MTK: RIL_CMD_PROXY_4 sleep
12-15 10:39:32.679   488   509 I RILC-MTK: RIL_CMD2_PROXY_2 wakeup
12-15 10:39:32.679   488   509 I RILC-MTK: RIL_CMD2_PROXY_2 sleep
12-15 10:39:32.679   488   508 I RILC-MTK: RIL_CMD2_PROXY_3 sleep
12-15 10:39:32.679   488   512 I RILC-MTK: RIL_ATCI2_PROXY sleep
12-15 10:39:32.679   488   502 I RILC-MTK: RIL_CMD_PROXY_3 wakeup
12-15 10:39:32.679   488   502 I RILC-MTK: RIL_CMD_PROXY_3 sleep
12-15 10:39:32.679   488   501 I RILC-MTK: RIL_URC_PROXY wakeup
12-15 10:39:32.679   488   504 I RILC-MTK: RIL_CMD_PROXY_1 wakeup
12-15 10:39:32.679   488   501 I RILC-MTK: RIL_URC_PROXY sleep
12-15 10:39:32.679   488   504 D RILC-MTK: proxy id:3, proxyName: RIL_CMD_PROXY_1
12-15 10:39:32.679   488   504 D RILC-MTK: GSM_SET_BROADCAST_SMS_CONFIG pRI=0xb5bd4360 p=0xb5bb1888 execute on RIL_CMD_PROXY_1 using channel 3
12-15 10:39:32.680   488   504 D RILC    : callOnRequest for new vendor ril
12-15 10:39:32.680   488   504 D RIL     : onRequest: GSM_SET_BROADCAST_SMS_CONFIG, datalen = 4
12-15 10:39:32.680   488   504 D RIL     : radioState:10
12-15 10:39:32.680   488   504 D RIL     : requestGSMSetBroadcastSMSConfigEx
12-15 10:39:32.680   488   504 D AT      : AT send on RIL_CMD_READER_3, tid:3043510560
12-15 10:39:32.680   488   504 D AT      : AT> AT+CSCB?
12-15 10:39:32.680   488   504 I AT      : AT write start
12-15 10:39:32.680   424   480 D RILMUXD : [gsm0710muxd] 3614:poll_thread(): poll_thread select found
12-15 10:39:32.680   424   480 D RILMUXD : [gsm0710muxd] 1045:pseudo_device_read(): Enter, LackofAtciChannel=0
12-15 10:39:32.680   424   480 D RILMUXD : [gsm0710muxd] 657:write_frame(): Sending frame to channel 5
12-15 10:39:32.680   424   480 D RILMUXD : [gsm0710muxd] 766:write_frame(): Write a frame on channel 5 with length 9
12-15 10:39:32.688   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:101
12-15 10:39:32.688   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 101 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:32.688   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 101/101 bytes of frame to /dev/pts/5
12-15 10:39:32.688   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:32.688   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:6
12-15 10:39:32.688   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 6 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:32.688   488   519 I AT      : AT read end: 101
12-15 10:39:32.689   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 6/6 bytes of frame to /dev/pts/5
12-15 10:39:32.689   488   519 D AT      : AT< +CSCB: 1,"4352-4356,4370-4383,4393-4395","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,32,33,34,35,36,15",1
12-15 10:39:32.689   488   519 D AT      : RIL_CMD_READER_3 Enter processLine:+CSCB: 1,"4352-4356,4370-4383,4393-4395","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,32,33,34,35,36,15",1
12-15 10:39:32.689   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:32.689   488   519 I AT      : AT read start
12-15 10:39:32.689   488   519 I AT      : AT read end: 6
12-15 10:39:32.689   488   519 D AT      : AT< OK
12-15 10:39:32.689   488   519 D AT      : RIL_CMD_READER_3 Enter processLine:OK
12-15 10:39:32.689   488   519 I AT      : AT read start
12-15 10:39:32.689   488   504 D AT      : response received on RIL_CMD_READER_3, tid:3043510560
12-15 10:39:32.689   488   504 E RIL     : Should not set CB info when CB is disabled
12-15 10:39:32.689   488   504 D RIL     : here we go to error setBroadcastEx
12-15 10:39:32.689   488   504 D RILC    : RequestComplete, RIL_SOCKET_1
12-15 10:39:32.689   488   504 E RILC    : Send Response to RIL_SOCKET_1
12-15 10:39:32.689   488   504 D RILC-MTK: proxyLoop free  pRI=0xb5bd4360 p=0xb5bb1888 
12-15 10:39:32.689   488   504 D RILC-MTK: proxyLoop free  pRequest=0xb65fe6b0
12-15 10:39:32.689   488   504 I RILC-MTK: RIL_CMD_PROXY_1 sleep
12-15 10:39:32.690  1111  1178 D RilRequest: [3838]< RIL_REQUEST_GSM_SET_BROADCAST_CONFIG error: com.android.internal.telephony.CommandException: GENERIC_FAILURE ret=
12-15 10:39:32.691  1111  1271 D IccSmsInterfaceManager: [IccSmsInterfaceManager] Failed to add GSM cell broadcast subscription for MID range 4386 to 4391 from client com.android.cellbroadcastreceiver
12-15 10:39:32.693   300   300 E WVCdm   : App set unknown byte array property �x�x��w��w�Ex�Ox�mx�mx�
12-15 10:39:32.696  2867  2881 E MediaDrm-JNI: Illegal state exception: Failed to set cipher algorithm: Unsupported scheme or data format (-2006)
12-15 10:39:32.705   300   391 I WVCdm   : CdmEngine::CloseSession
12-15 10:39:32.719  1111  1272 D PhoneFactory: SMS Prompt option:false
12-15 10:39:32.737  1111  1198 D SubscriptionController: [getActiveSubscriptionInfo]+ subId=1 subInfo={id=1, iccId=897011102002893261 simSlotIndex=0 displayName=YOTA carrierName=YOTA nameSource=0 iconTint=-16746133 dataRoaming=0 iconBitmap=android.graphics.Bitmap@286675b mcc 250 mnc 11 userNwMode=9}
12-15 10:39:32.741  3069  3089 W Bugle   : canonicalizeMccMnc: invalid mccmnc:null ,null
12-15 10:39:32.746  1111  1124 D IccSmsInterfaceManager: [IccSmsInterfaceManager] Calling setGsmBroadcastConfig with 1 configurations
12-15 10:39:32.746  1111  1124 D RILJ    : [3839]> RIL_REQUEST_GSM_SET_BROADCAST_CONFIG with 1 configs :  [SUB0]
12-15 10:39:32.746  1111  1124 D RILJ    : SmsBroadcastConfigInfo: Id [4392,4392] Code [0,255] ENABLED [SUB0]
12-15 10:39:32.749   488   513 D RILC    : SOCKET RIL_SOCKET_1 REQUEST: GSM_SET_BROADCAST_SMS_CONFIG length:32
12-15 10:39:32.749   488   513 I RILC-MTK: create request 90: pRequest=0xb65fe420, pRI=0xb5bd4020, p=0xb5bb18c0, pUCI=0x0
12-15 10:39:32.749   488   513 D RILC-MTK: GSM_SET_BROADCAST_SMS_CONFIG pRI=0xb5bd4020 p=0xb5bb18c0 dispatched to RIL_CMD_PROXY_1
12-15 10:39:32.749   488   503 I RILC-MTK: RIL_CMD_PROXY_2 wakeup
12-15 10:39:32.749   488   503 I RILC-MTK: RIL_CMD_PROXY_2 sleep
12-15 10:39:32.750   488   512 I RILC-MTK: RIL_ATCI2_PROXY wakeup
12-15 10:39:32.750   488   506 I RILC-MTK: RIL_ATCI_PROXY wakeup
12-15 10:39:32.750   488   512 I RILC-MTK: RIL_ATCI2_PROXY sleep
12-15 10:39:32.750   488   506 I RILC-MTK: RIL_ATCI_PROXY sleep
12-15 10:39:32.750   488   511 I RILC-MTK: RIL_CMD2_PROXY_4 wakeup
12-15 10:39:32.750   488   511 I RILC-MTK: RIL_CMD2_PROXY_4 sleep
12-15 10:39:32.750   488   507 I RILC-MTK: RIL_URC2_PROXY wakeup
12-15 10:39:32.750   488   507 I RILC-MTK: RIL_URC2_PROXY sleep
12-15 10:39:32.750   488   509 I RILC-MTK: RIL_CMD2_PROXY_2 wakeup
12-15 10:39:32.750   488   509 I RILC-MTK: RIL_CMD2_PROXY_2 sleep
12-15 10:39:32.750   488   508 I RILC-MTK: RIL_CMD2_PROXY_3 wakeup
12-15 10:39:32.750   488   508 I RILC-MTK: RIL_CMD2_PROXY_3 sleep
12-15 10:39:32.750   488   501 I RILC-MTK: RIL_URC_PROXY wakeup
12-15 10:39:32.750   488   501 I RILC-MTK: RIL_URC_PROXY sleep
12-15 10:39:32.750   488   502 I RILC-MTK: RIL_CMD_PROXY_3 wakeup
12-15 10:39:32.750   488   502 I RILC-MTK: RIL_CMD_PROXY_3 sleep
12-15 10:39:32.750   488   504 I RILC-MTK: RIL_CMD_PROXY_1 wakeup
12-15 10:39:32.750   488   504 D RILC-MTK: proxy id:3, proxyName: RIL_CMD_PROXY_1
12-15 10:39:32.750   488   504 D RILC-MTK: GSM_SET_BROADCAST_SMS_CONFIG pRI=0xb5bd4020 p=0xb5bb18c0 execute on RIL_CMD_PROXY_1 using channel 3
12-15 10:39:32.750   488   504 D RILC    : callOnRequest for new vendor ril
12-15 10:39:32.750   488   504 D RIL     : onRequest: GSM_SET_BROADCAST_SMS_CONFIG, datalen = 4
12-15 10:39:32.750   488   504 D RIL     : radioState:10
12-15 10:39:32.751   488   504 D RIL     : requestGSMSetBroadcastSMSConfigEx
12-15 10:39:32.751   488   504 D AT      : AT send on RIL_CMD_READER_3, tid:3043510560
12-15 10:39:32.751   488   504 D AT      : AT> AT+CSCB?
12-15 10:39:32.751   488   504 I AT      : AT write start
12-15 10:39:32.751   424   480 D RILMUXD : [gsm0710muxd] 3614:poll_thread(): poll_thread select found
12-15 10:39:32.751   424   480 D RILMUXD : [gsm0710muxd] 1045:pseudo_device_read(): Enter, LackofAtciChannel=0
12-15 10:39:32.751   488   510 I RILC-MTK: RIL_CMD2_PROXY_1 wakeup
12-15 10:39:32.751   424   480 D RILMUXD : [gsm0710muxd] 657:write_frame(): Sending frame to channel 5
12-15 10:39:32.751   488   510 I RILC-MTK: RIL_CMD2_PROXY_1 sleep
12-15 10:39:32.751   488   505 I RILC-MTK: RIL_CMD_PROXY_4 wakeup
12-15 10:39:32.751   424   480 D RILMUXD : [gsm0710muxd] 766:write_frame(): Write a frame on channel 5 with length 9
12-15 10:39:32.751   488   505 I RILC-MTK: RIL_CMD_PROXY_4 sleep
12-15 10:39:32.753   532  1436 I am_proc_start: [0,3111,10104,com.ginkgosoft.dlna.ctrl,broadcast,com.ginkgosoft.dlna.ctrl/.serv.manager.WifiBroadcastReceiver]
12-15 10:39:32.753   532  1436 I ActivityManager: Start proc 3111:com.ginkgosoft.dlna.ctrl/u0a104 for broadcast com.ginkgosoft.dlna.ctrl/.serv.manager.WifiBroadcastReceiver
12-15 10:39:32.756  1111  1268 D PhoneFactory: SMS Prompt option:false
12-15 10:39:32.760   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:101
12-15 10:39:32.760   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 101 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:32.760   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 101/101 bytes of frame to /dev/pts/5
12-15 10:39:32.760   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:32.760   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:6
12-15 10:39:32.760   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 6 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:32.760   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 6/6 bytes of frame to /dev/pts/5
12-15 10:39:32.761   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:32.761   488   519 I AT      : AT read end: 107
12-15 10:39:32.761   488   519 D AT      : AT< +CSCB: 1,"4352-4356,4370-4383,4393-4395","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,32,33,34,35,36,15",1
12-15 10:39:32.761   488   519 D AT      : RIL_CMD_READER_3 Enter processLine:+CSCB: 1,"4352-4356,4370-4383,4393-4395","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,32,33,34,35,36,15",1
12-15 10:39:32.761   488   519 D AT      : AT< OK
12-15 10:39:32.761   488   519 D AT      : RIL_CMD_READER_3 Enter processLine:OK
12-15 10:39:32.761   488   519 I AT      : AT read start
12-15 10:39:32.762   488   504 D AT      : response received on RIL_CMD_READER_3, tid:3043510560
12-15 10:39:32.762   488   504 E RIL     : Should not set CB info when CB is disabled
12-15 10:39:32.762   488   504 D RIL     : here we go to error setBroadcastEx
12-15 10:39:32.762   488   504 D RILC    : RequestComplete, RIL_SOCKET_1
12-15 10:39:32.762   488   504 E RILC    : Send Response to RIL_SOCKET_1
12-15 10:39:32.762   488   504 D RILC-MTK: proxyLoop free  pRI=0xb5bd4020 p=0xb5bb18c0 
12-15 10:39:32.762   488   504 D RILC-MTK: proxyLoop free  pRequest=0xb65fe420
12-15 10:39:32.762   488   504 I RILC-MTK: RIL_CMD_PROXY_1 sleep
12-15 10:39:32.763  1111  1178 D RilRequest: [3839]< RIL_REQUEST_GSM_SET_BROADCAST_CONFIG error: com.android.internal.telephony.CommandException: GENERIC_FAILURE ret=
12-15 10:39:32.763  1111  1124 D IccSmsInterfaceManager: [IccSmsInterfaceManager] Failed to add GSM cell broadcast subscription for MID range 4392 to 4392 from client com.android.cellbroadcastreceiver
12-15 10:39:32.780   532  1436 I am_proc_bound: [0,3111,com.ginkgosoft.dlna.ctrl]
12-15 10:39:32.787   532  1442 D MmsServiceBroker: getCarrierConfigValues() by com.google.android.apps.messaging
12-15 10:39:32.787  1111  1271 D MmsService: getCarrierConfigValues
12-15 10:39:32.788  1111  1271 I MmsService: mms config for sub 1: Bundle[{httpSocketTimeout=60000, aliasMinChars=2, smsToMmsTextThreshold=-1, enableSMSDeliveryReports=true, maxMessageTextSize=-1, supportMmsContentDisposition=true, enabledTransID=false, aliasEnabled=false, supportHttpCharsetHeader=false, allowAttachAudio=true, smsToMmsTextLengthThreshold=-1, recipientLimit=2147483647, uaProfTagName=x-wap-profile, aliasMaxChars=48, maxImageHeight=480, enableMMSDeliveryReports=false, userAgent=, mmsCloseConnection=false, config_cellBroadcastAppLinks=true, maxSubjectLength=40, httpParams=, enableGroupMms=true, emailGatewayNumber=, maxMessageSize=307200, naiSuffix=, enableMMSReadReports=false, maxImageWidth=640, uaProfUrl=, enabledMMS=true, enabledNotifyWapMMSC=false, sendMultipartSmsAsSeparateMessages=false, enableMultipartSMS=true}]
12-15 10:39:32.791  1111  1123 D PhoneFactory: SMS Prompt option:false
